Name,Team,Sport,num_medals
"Lauren Nicole Cheney (-Holiday)","United States",Football,2
"Sergey Vladimirovich Chepikov","Soviet Union",Biathlon,2
"Nina Viktorovna Cheremisina","Soviet Union",Rowing,2
"Ivan Yuryevich Cherezov",Russia,Biathlon,2
"Tatyana Sergeyevna Chernova",Russia,Athletics,2
"Vladimir Dmitriyevich Chernyshov","Soviet Union",Volleyball,2
"Yevgeny Vasilyevich Chernyshov","Soviet Union",Handball,2
"Lyudmila Georgiyevna Chernyshova (Prokoshina-)","Soviet Union",Volleyball,2
"Anna Vladimirovna Chicherova",Russia,Athletics,2
"Givi Chikvanaia","Soviet Union","Water Polo",2
"Silvia Chivs Bar",Cuba,Athletics,2
"Dana Chladek (Chladkov-)","United States",Canoeing,2
"Cho Yun-Jeong","South Korea",Archery,2
"Shota Chochishvili","Soviet Union",Judo,2
"Choi Im-Jeong","South Korea",Handball,2
"Choi Min-Ho","South Korea",Judo,2
"Revaz Baadurovich Chomakhidze",Russia,"Water Polo",2
"Maialen Chourraut Yurramendi",Spain,Canoeing,2
"Chu Mu-Yen","Chinese Taipei",Taekwondo,2
"Yefim Aronovich Chulak","Soviet Union",Volleyball,2
"Hannes Waldemar Cierpinski","East Germany",Athletics,2
"Cntia Silva dos Santos",Brazil,Basketball,2
"Aleksandar iri","Serbia and Montenegro","Water Polo",2
"Doina Ciucanu-Robu",Romania,Rowing,2
"Ellery Harding Clark","United States",Athletics,2
"Mary Ellen Clark","United States",Diving,2
"Saskia Clark","Great Britain",Sailing,2
"Sherman Rockwell "Sherm"" Clark"","United States",Rowing,2
"Deborah "Debbie"" Clarke (-Zemba)"",Canada,Swimming,2
"Eldece Clarke-Lewis",Bahamas,Athletics,2
"Vronique Claudel",France,Biathlon,2
"Vctor Claver Arocas",Spain,Basketball,2
"Bryan Ezra Tsumoru Clay","United States",Athletics,2
"Marion Clignet",France,Cycling,2
"Robert Lynn "Bob"" Clotworthy"","United States",Diving,2
"Lesaw mikiewicz",Poland,Football,2
"Beatrice Nicoleta Coad-Claru",Romania,Swimming,2
"Neil Cochran","Great Britain",Swimming,2
"Leroy Braxton "Roy"" Cochran"","United States",Athletics,2
"Ryan Andrew Cochrane",Canada,Swimming,2
"Edmund Sloane "Tad"" Coffin"","United States",Equestrianism,2
"Corey Cogdell-Unrein","United States",Shooting,2
"Tiffany Lisa Cohen (-Adams, -Lalonde)","United States",Swimming,2
"Trevor Ivan Coker","New Zealand",Rowing,2
"Ross Hounsell Collinge","New Zealand",Rowing,2
"Daniel James "Danny"" Collins"",Australia,Canoeing,2
"Gary Robert Conelly","United States",Swimming,2
"Cong Xuedi",China,Basketball,2
"Michael Alexander "Mike"" Conley"","United States",Athletics,2
"Barthold Wayne "Bart"" Conner"","United States",Gymnastics,2
"Reinaldo Conrad",Brazil,Sailing,2
"Adolfo Consolini",Italy,Athletics,2
"Jos Ariel Contreras Camejo",Cuba,Baseball,2
"Hollis Conway","United States",Athletics,2
"Natalie Louise Cook",Australia-1,"Beach Volleyball",2
"Allison Petra Cook-Tranquilli",Australia,Basketball,2
"Emma C. Cooke","United States",Archery,2
"Charlotte Reinagle Cooper (-Sterry)","Great Britain",Tennis,2
"Cynthia Lynne Cooper (-Dyke)","United States",Basketball,2
"John Hugh Cooper","Great Britain",Athletics,2
"Malcolm Douglas Cooper","Great Britain",Shooting,2
"Lillian Copeland (Drossin-)","United States",Athletics,2
"Otto Cordes",Germany,"Water Polo",2
"Eugne Louis Auguste Cordonnier",France,Gymnastics,2
"Monique Adelinde Cornelissen",Netherlands,Equestrianism,2
"Sheila Marie Cornell-Douty","United States",Softball,2
"George Thomson Cornet","Great Britain","Water Polo",2
"Hctor Jos Costa Massironi",Uruguay,Basketball,2
"Tommaso Costantino",Italy,Fencing,2
"William "Billy"" Cottrill"","Great Britain",Athletics,2
"Raymond Orville "Ray"" Coulter"","United States",Shooting,2
"Charles Courant",Switzerland,Wrestling,2
"Albert Courquin",France,Shooting,2
"Thomas William "Tom"" Courtney"","United States",Athletics,2
"Jacques Coutrot",France,Fencing,2
"James Couttet",France,"Alpine Skiing",2
"Serghei Covaliov",Romania,Canoeing,2
"Mihai Claudiu Covaliu",Romania,Fencing,2
"Lionel Malvyne Cox",Australia,Cycling,2
"James Edward Cracknell","Great Britain",Rowing,2
"Ralph Cook Craig","United States",Athletics,2
"Mark James Crear","United States",Athletics,2
"scar Cristi Gallo",Chile,Equestrianism,2
"Cristiane Rozeira de Souza Silva",Brazil,Football,2
"June Alexandra Croft","Great Britain",Swimming,2
"Sidney Patrick Crosby",Canada,"Ice Hockey",2
"Martin Patrick Cross","Great Britain",Rowing,2
"Herbert Crowther","Great Britain",Cycling,2
"Jrgen Croy","East Germany",Football,2
"Maurits Bourgon Crucq",Netherlands,Hockey,2
"Joaquim Carvalho Cruz",Brazil,Athletics,2
"Gbor Csap",Hungary,"Water Polo",2
"Gza Csap",Hungary,Canoeing,2
"Jzsef Csatri",Hungary,Wrestling,2
"Tibor Cservenyk",Hungary,"Water Polo",2
"Ferenc Csk (Lengvri-)",Hungary,Swimming,2
"Szilveszter Csollny",Hungary,Gymnastics,2
"Robert Jan "Bob"" Ctvrtlik"","United States",Volleyball,2
"Vincenzo Cuccia",Italy,Fencing,2
"Jean Pierre Gaston Cugnot",France,Cycling,2
"Cui Yongmei",China,Volleyball,2
"Chay Crista Kerio Cullen","Great Britain",Hockey,2
"Sandro Cuomo",Italy,Fencing,2
"Lorne Campbell Currie",Scotia,Sailing,2
"Krystyna Czajkowska-Rawska",Poland,Volleyball,2
"Attila Czene",Hungary,Swimming,2
"Michal D'Almeida",France,Cycling,2
"Afrnio Antnio da Costa",Brazil,Shooting,2
"Adhemar Ferreira da Silva",Brazil,Athletics,2
"Andr Domingos da Silva",Brazil,Athletics,2
"Mayra Aguiar da Silva",Brazil,Judo,2
"Rafael Carlos da Silva",Brazil,Judo,2
"Rbson Caetano da Silva",Brazil,Athletics,2
"Timothy Patrick "Tim"" Daggett"","United States",Gymnastics,2
"Mustafa Dastanl",Turkey,Wrestling,2
"Sylvie Daigle",Canada,"Short Track Speed Skating",2
"Fabio Dal Zotto",Italy,Fencing,2
"Troy Lane Dalbey","United States",Swimming,2
"Thomas Robert "Tom"" Daley"","Great Britain",Diving,2
"Gianfranco Dalla Barba",Italy,Fencing,2
"Jen Dalnoki",Hungary,Football,2
"Daniela Alves Lima",Brazil,Football,2
"Jack Tupper Daniels","United States","Modern Pentathlon",2
"Pelageya Aleksandrovna Danilova (-Demirdzhiyan)","Soviet Union",Gymnastics,2
"Rolf Danneberg","West Germany",Athletics,2
"Alexandra Mary L. "Alex"" Danson"","Great Britain",Hockey,2
"Munir Ahmed Dar",Pakistan,Hockey,2
"Gastone Dar",Italy,Fencing,2
"Dmitry Vladimirovich Dashchinsky",Belarus,"Freestyle Skiing",2
"Svetlana Dai-Kiti",Yugoslavia,Handball,2
"Wilbur D. "Willie"" Davenport"","United States",Athletics,2
"David "Dave"" Davies"","Great Britain",Swimming,2
"Elizabeth Valerie Davies (-Latham)","Great Britain",Swimming,2
"Jack Wells Davis","United States",Athletics,2
"John Henry Davis, Jr.","United States",Weightlifting,2
"Meryl Elizabeth Davis","United States-1","Figure Skating",2
"Nicole Marie Davis","United States",Volleyball,2
"Otis Crandall Davis","United States",Athletics,2
"Christine Day",Jamaica,Athletics,2
"Giliante D'Este",Italy,Rowing,2
"Luiz Felipe Cortizo Gonalves de Azevedo",Brazil,Equestrianism,2
"Anna Maria Bernadette "Det"" de Beus"",Netherlands,Hockey,2
"Miguel Angel de Capriles","United States",Fencing,2
"Joseph De Combe",Belgium,"Water Polo",2
"Joseph Ghislain Henri Maria De Craecker",Belgium,Fencing,2
"Johannes Marius "Bok"" de Korver"",Netherlands,Football,2
"Juan Mara de la Fuente",Argentina,Sailing,2
"Vicente Lenlson de Lima",Brazil,Athletics,2
"Joo Carlos de Oliveira",Brazil,Athletics,2
"Luciano De Paolis",Italy-1,Bobsleigh,2
"Bernard Alexandre Georges Edmond de Pourtals",Lerina,Sailing,2
"Hlne de Pourtals (Barbey-)",Lerina,Sailing,2
"Hermann Alexandre de Pourtals",Lerina,Sailing,2
"George Frederick William de Relwyskow","Great Britain",Wrestling,2
"Lisanne Freya de Roever",Netherlands,Hockey,2
"Jolanda de Rover (-Toussaint)",Netherlands,Swimming,2
"Oscar Charles de Somville","Royal Club Nautique de Gand",Rowing,2
"Reindert Berend Jan "Rein"" de Waal"",Netherlands,Hockey,2
"Paul Robert Dearing",Australia,Hockey,2
"Matja Debelak",Yugoslavia,"Ski Jumping",2
"Danile Debernard",France,"Alpine Skiing",2
"Andreas Decker","East Germany",Rowing,2
"Lucie Dcosse",France,Judo,2
"Sara DeCosta (-Hayes)","United States","Ice Hockey",2
"Maxime Omer Mathieu "Max"" Omer-Dcugis"",France-3,Tennis,2
"Richard Kempster "Dick"" Degener"","United States",Diving,2
"Guglielmo Del Bimbo",Italy,Rowing,2
"Juan Martn del Potro",Argentina,Tennis,2
"Charles Delaporte","Socit Nautique de la Basse Seine-1",Rowing,2
"Stoyan Delchev",Bulgaria,Gymnastics,2
"Jocelyn Delecour",France,Athletics,2
"Carlos Francisco Delfino",Argentina,Basketball,2
"Mirza Delibai",Yugoslavia,Basketball,2
"Marcus Johannes Elizabeth Leopold "Marc"" Delissen"",Netherlands,Hockey,2
"Charles Jules Delporte",Belgium,Fencing,2
"Lon Delsarte",France,Gymnastics,2
"Georges Lucien Dmanet",France,Gymnastics,2
"Nelson Walter Demarco Riccardi",Uruguay,Basketball,2
"Yevgeny Aleksandrovich Dementyev",Russia,"Cross Country Skiing",2
"Yelena Vyacheslavovna Dementyeva (-Afinogenova)",Russia,Tennis,2
"Alberto Demiddi",Argentina,Rowing,2
"William "Bill"" Demong"","United States","Nordic Combined",2
"Deng Linlin",China,Gymnastics,2
"Deng Yaping",China,"Table Tennis",2
"Aleksey Alekseyevich Denisenko",Russia,Taekwondo,2
"Viktor Viktorovich Denisov","Soviet Union",Canoeing,2
"John Henry "Rob"" Derbyshire"","Great Britain",Swimming,2
"Anna Maria Josefina "Annemiek"" Derckx (-Bogie)"",Netherlands,Canoeing,2
"Henri Jean Joseph "Harry"" Derckx"",Netherlands,Hockey,2
"Stane Derganc",Yugoslavia,Gymnastics,2
"Inna Vasilyevna Deriglazova",Russia,Fencing,2
"Ana Deridan-Ene-Pascu",Romania,Fencing,2
"Alexandre Despatie",Canada,Diving,2
"Gabriele Detti",Italy,Swimming,2
"Khrysopigi "Pigi"" Devetzi"",Greece,Athletics,2
"Mikhail Talgatovich Devyatyarov","Soviet Union","Cross Country Skiing",2
"Kazimierz Deyna",Poland,Football,2
"Walter Ignace D'Hondt",Canada,Rowing,2
"Pierre Georges Louis Gaston d'Hugues",France,Fencing,2
"Ilario Di Bu",Italy,Archery,2
"Roberto Di Donna",Italy,Shooting,2
"Tania Di Mario",Italy,"Water Polo",2
"Michael Constantine Diamond (Diamondopoulous-)",Australia,Shooting,2
"Manuel Dionisio Daz Martnez",Cuba,Fencing,2
"George Thomas DiCarlo","United States",Swimming,2
"Nelson W. Diebel","United States",Swimming,2
"Kerry Dienelt",Australia,Softball,2
"Ullrich Diener","East Germany",Rowing,2
"Walter Diener","East Germany",Rowing,2
"John A. Dietz","United States",Shooting,2
"Sjoukje Rosalinde Dijkstra (-Kossmayer)",Netherlands,"Figure Skating",2
"Diana Dilova-Braynova",Bulgaria,Basketball,2
"Didier Dominique Dinart",France,Handball,2
"Carlien Clemens Dirkse van den Heuvel",Netherlands,Hockey,2
"Walter Dix","United States",Athletics,2
"Charles Percy Dixon","Great Britain-2",Tennis,2
"Diane Lynn Dixon (-Trouse)","United States",Athletics,2
"Roman Mikhaylovich Dmitriyev","Soviet Union",Wrestling,2
"Marina Viktorovna Dobrancheva-Logvinenko","Unified Team",Shooting,2
"Marina Viktorovna Dobrancheva-Logvinenko",Russia,Shooting,2
"Dnu Dobre",Romania,Rowing,2
"Dimitar Dimitrov Dobrev",Bulgaria,Wrestling,2
"Bevan John Docherty","New Zealand",Triathlon,2
"Alvaro Affonso "Doda"" de Miranda Neto"",Brazil,Equestrianism,2
"Richard David Allan Dodds","Great Britain",Hockey,2
"Reginald Frank "Reggie"" Doherty"","Great Britain",Tennis,2
"Reginald Frank "Reggie"" Doherty"","Great Britain-1",Tennis,2
"Gottfried Dhn","East Germany",Rowing,2
"Martin Doktor","Czech Republic",Canoeing,2
"Peter James Dolfen","United States",Shooting,2
"Aleksandr Ivanovich Dolgushin","Soviet Union","Water Polo",2
"Valery Alekseyevich Dolinin","Soviet Union",Rowing,2
"Victor Dolipschi",Romania,Wrestling,2
"Rudolf Dollinger",Austria,Shooting,2
"Carola Dombeck","East Germany",Gymnastics,2
"Giuseppe Domenichelli",Italy,Gymnastics,2
"Dong Zhaozhi",China,Fencing,2
"Yordanka Lyubchova Donkova",Bulgaria,Athletics,2
"Herman Louis Clement Donners",Belgium,"Water Polo",2
"Anne Theresa Donovan","United States",Basketball,2
"va Dnusz",Hungary,Canoeing,2
"Marek Franciszek Dopieraa",Poland,Canoeing,2
"Heiner Dopp","West Germany",Hockey,2
"Luis Doreste Blanco",Spain,Sailing,2
"Marie Dorin-Habert",France,Biathlon,2
"Mikhail M. Dorizas",Greece,Athletics,2
"Leonard Dorin Doroftei",Romania,Boxing,2
"Vladimir Vyacheslavovich Dorokhov","Soviet Union",Volleyball,2
"Drew Doughty",Canada,"Ice Hockey",2
"Vladimir Petrovich Drachov",Russia,Biathlon,2
"Cezar Drgni",Romania,Handball,2
"Victoria Manalo "Vicki"" Draves"","United States",Diving,2
"Otis Paul Drayton","United States",Athletics,2
"Heike Gabriela Drechsler (Daute-)",Germany,Athletics,2
"Joachim Dreifke","East Germany",Rowing,2
"Caeleb Remel Dressel","United States",Swimming,2
"Egon Drews",Germany,Canoeing,2
"Yves Dreyfus",France,Fencing,2
"Johan Frederik "Han"" Drijver"",Netherlands,Hockey,2
"Marie-ve Drolet",Canada,"Short Track Speed Skating",2
"Derek Drouin",Canada,Athletics,2
"Jonathan A. "Jon"" Drummond"","United States",Athletics,2
"Christopher Ellis "Chris"" Drury"","United States","Ice Hockey",2
"Herbert John "Herb"" Drury"","United States","Ice Hockey",2
"Guy Drut",France,Athletics,2
"Franck Ducheix",France,Fencing,2
"Milena Duchkov (-Neveklovsk)",Czechoslovakia,Diving,2
"Virginia Ruth "Ginny"" Duenkel"","United States",Swimming,2
"Meghan Duggan","United States","Ice Hockey",2
"Paul Lon Auguste Louis Joseph Dujardin",France,"Water Polo",2
"Martins Dukurs",Latvia,Skeleton,2
"Alina Alexandra Dumitru (-Croitoru)",Romania,Judo,2
"Marian Dumitru",Romania,Handball,2
"Viorica Dumitru",Romania,Canoeing,2
"Antal Dunai (Dujmov)",Hungary,Football,2
"Joshua Dunkley-Smith",Australia,Rowing,2
"Jacques Dupont",France,Cycling,2
"Lori Dupuis",Canada,"Ice Hockey",2
"Osman Duraliev",Bulgaria,Wrestling,2
"Pierre Durand, Jr.",France,Equestrianism,2
"Hugh Durant","Great Britain",Shooting,2
"Kevin Wayne Durant","United States",Basketball,2
"Cornel Duru",Romania,Handball,2
"Reinhold Durnthaler",Austria-1,Bobsleigh,2
"Nathaniel James "Nate"" Dusing"","United States",Swimming,2
"Keshav Chandra Dutt",India,Hockey,2
"Phillip Peter Dutton",Australia,Equestrianism,2
"Kristine Duvholt (-Havns)",Norway,Handball,2
"Bernd Duvigneau","East Germany",Canoeing,2
"Talant Mushanbetovich Duyshebayev",Spain,Handball,2
"Veselin uho",Yugoslavia,"Water Polo",2
"Mirjana urica",Yugoslavia,Handball,2
"Ivan Fyodorovich Dychko",Kazakhstan,Boxing,2
"Izabella Dylewska-wiatowiak",Poland,Canoeing,2
"Gustaf Peder Wilhelm Dyrssen",Sweden,"Modern Pentathlon",2
"Athol John "Joe"" Earl"","New Zealand",Rowing,2
"Ashton James Eaton","United States",Athletics,2
"Martin Henri Eberhardt",France,Canoeing,2
"Gertrd Emilia Eberle (-Kollar)",Romania,Gymnastics,2
"Masashi Ebinuma",Japan,Judo,2
"Jan Stefan Edberg",Sweden,Tennis,2
"Simon Eder",Austria,Biathlon,2
"Edson "Edson Bispo"" Bispo dos Santos"",Brazil,Basketball,2
"Ann-Louise Carina Edstrand",Sweden,"Ice Hockey",2
"Vincent Franz Harry Edward","Great Britain",Athletics,2
"Hugh Robert Arthur Edwards","Great Britain",Rowing,2
"Jonathan David Edwards","Great Britain",Athletics,2
"Markus Eggler",Switzerland,Curling,2
"Richard Phillip "Ric"" Egington"","Great Britain",Rowing,2
"Wolfgang Ehrl",Germany,Wrestling,2
"Marten Eikelboom",Netherlands,Hockey,2
"John Lincoln Eisele","United States",Athletics,2
"Julius Eisenecker",Germany,Fencing,2
"Lloyd Edgar Eisler, Jr.",Canada-1,"Figure Skating",2
"John Wicktor Eke (Jonsson-)",Sweden,Athletics,2
"Thom Lennart Eklund",Sweden,"Ice Hockey",2
"James Robert "Jim"" Elder"",Canada,Equestrianism,2
"Troy Elder",Australia,Hockey,2
"Marlene Elejarde Daz",Cuba,Athletics,2
"Joa Anna Elisabeth Elfsberg (Engvall-)",Sweden,"Ice Hockey",2
"Ole Martin Ellefster",Norway,"Cross Country Skiing",2
"Launceston Elliot","Great Britain",Weightlifting,2
"Lachlan Anthony Elmer",Australia,Hockey,2
"Patricia Anne "Patsy"" Elsener (-Homan)"","United States",Diving,2
"Emanuel Fernando Scheffler Rego",Brazil-1,"Beach Volleyball",2
"Ren Enders",Germany,Cycling,2
"Tnu Endrekson",Estonia,Rowing,2
"Toralf Engan",Norway,"Ski Jumping",2
"Nils Erik Engdahl",Sweden,Athletics,2
"Hermann Engelhard",Germany,Athletics,2
"Molly Marie Engstrom","United States","Ice Hockey",2
"Jessica Phyllis Ennis-Hill","Great Britain",Athletics,2
"Michel Enrquez Tamayo",Cuba,Baseball,2
"Susi-Lisa Erdmann (-Plankensteiner)",Germany,Luge,2
"Alexandra Georgiana Maria Eremia",Romania,Gymnastics,2
"Claus Erhorn","West Germany",Equestrianism,2
"Johan Sigvard Ericsson",Sweden,"Speed Skating",2
"Stein Eriksen",Norway,"Alpine Skiing",2
"Krng Erik Gunnar Eriksson",Sweden,"Cross Country Skiing",2
"Lars Hkan Elias Eriksson",Sweden,"Ice Hockey",2
"Bo Thomas Eriksson",Sweden,"Ice Hockey",2
"Philippe Ermenault",France,Cycling,2
"Nadine Ernsting-Krienke",Germany,Hockey,2
"Arianna Errigo",Italy,Fencing,2
"Sergi Escobar Roure",Spain,Cycling,2
"Gro Espeseth",Norway,Football,2
"Paola Milagros Espinosa Snchez",Mexico,Diving,2
"Rius Theo "Dick"" Esser"",Netherlands,Hockey,2
"Magnar Estenstad",Norway,"Cross Country Skiing",2
"Ellen Marie Estes (-Lee)","United States","Water Polo",2
"Manuel Estiarte Duocastella",Spain,"Water Polo",2
"Jos Antonio Estrada Gonzlez",Cuba,Baseball,2
"Lee Edward Evans","United States",Athletics,2
"Raymond Garry "Ray"" Evans"",Australia,Hockey,2
"Daniel Joseph "Danny Joe"" Everett"","United States",Athletics,2
"Floris Maarten Alphons Maria Evers",Netherlands,Hockey,2
"Meike Evers",Germany,Rowing,2
"Caroline Frances Evers-Swindell (-Meyer)","New Zealand",Rowing,2
"Georgina Emma Buchanan Evers-Swindell (-Earl)","New Zealand",Rowing,2
"Patrick Aloysius Ewing","United States",Basketball,2
"Walter Hamilton Ewing",Canada,Shooting,2
"John Onins Exley, Jr.","Vesper Boat Club",Rowing,2
"Fabiana "Fabi"" Alvim de Oliveira"",Brazil,Volleyball,2
"Dezs Fbin",Hungary,"Water Polo",2
"Fabiana Marcelino Claudino",Brazil,Volleyball,2
"Ignazio Fabra",Italy,Wrestling,2
"William Garfield "Bill"" Miller"","United States",Rowing,2
"Cody Miller","United States",Swimming,2
"Lennox Valencia Miller",Jamaica,Athletics,2
"Ramon Salomon Miller",Bahamas,Athletics,2
"Scott Andrew Miller",Australia,Swimming,2
"Edwin Archer Mills","Great Britain",Tug-Of-War,2
"Hannah Louise Mills","Great Britain",Sailing,2
"Ronald Parker "Ronnie"" Mills"","United States",Swimming,2
"William Milne","Great Britain",Shooting,2
"Valery Vladimirovich Miloserdov","Soviet Union",Basketball,2
"DeLisha Lachell Milton-Jones","United States",Basketball,2
"Yevgeny Gavrilovich Minayev","Soviet Union",Weightlifting,2
"Andrey Olegovich Minenkov","Soviet Union-2","Figure Skating",2
"Sandra Minnert",Germany,Football,2
"Renzo Minoli",Italy,Fencing,2
"Boris Olegovich Mironov",Russia,"Ice Hockey",2
"Yevgeny Dmitriyevich Mishakov","Soviet Union","Ice Hockey",2
"Masumi Mishina",Japan,Softball,2
"Henry Kent Mitchell, II","United States",Rowing,2
"Michele Anne Mitchell","United States",Diving,2
"Rajko Miti",Yugoslavia,Football,2
"Gyrgy Mitr",Hungary,Swimming,2
"Stefan Mitrovi",Serbia,"Water Polo",2
"Risako Mitsui",Japan,"Synchronized Swimming",2
"Takashi Mitsukuri",Japan,Gymnastics,2
"Anja Mittag",Germany,Football,2
"Atsuji Miyahara",Japan,Wrestling,2
"Hiromi Miyake",Japan,Weightlifting,2
"Yasuji Miyazaki",Japan,Swimming,2
"Attila Mizsr",Hungary,"Modern Pentathlon",2
"Jun Mizutani",Japan,"Table Tennis",2
"Allison Jaime "A. J."" Mleczko (-Griswold)"","United States","Ice Hockey",2
"Mo Tae-Beom","South Korea","Speed Skating",2
"Diana Iuliana Mocanu",Romania,Swimming,2
"Edward Russell Mockridge",Australia,Cycling,2
"Mariyka Modeva",Bulgaria,Rowing,2
"Viktor Igorevich Modzalevsky","Soviet Union",Fencing,2
"Thomas Sven "Tommy"" Moe"","United States","Alpine Skiing",2
"Asgari Mohammadian",Iran,Wrestling,2
"Scott Patrick Moir",Canada-1,"Figure Skating",2
"Andrey Sergeyevich Moiseyev",Russia,"Modern Pentathlon",2
"Irina Valentinovna Moiseyeva (-Minenkova)","Soviet Union-2","Figure Skating",2
"Albert Andreyevich Mokeyev","Soviet Union","Modern Pentathlon",2
"Lars-Erik Molin",Sweden,"Ice Hockey",2
"Karl Molitor",Switzerland,"Alpine Skiing",2
"Andreas "Anderl"" Molterer"",Austria,"Alpine Skiing",2
"Oleh Oleksiyovych Molyboha","Soviet Union",Volleyball,2
"Avard Moncur",Bahamas,Athletics,2
"Kenneth Dale "Kenny"" Monday"","United States",Wrestling,2
"Georgy Grigoryevich Mondzolevsky","Soviet Union",Volleyball,2
"Ion Monea",Romania,Boxing,2
"Maurice Paul Ren Monney-Bouton",France,Rowing,2
"Mario Tullio Montano",Italy,Fencing,2
"Robert Cecil Lindsay Montgomerie","Great Britain",Fencing,2
"Timothy "Tim"" Montgomery"","United States",Athletics,2
"Anne Katherine Montminy (-Goldman)",Canada,Diving,2
"Heather L. Moody","United States","Water Polo",2
"Maya April Moore","United States",Basketball,2
"Martina Moravcov",Slovakia,Swimming,2
"Jacques Morel",France,Rowing,2
"Yipsi Moreno Gonzlez",Cuba,Athletics,2
"Marino Morettini",Italy,Cycling,2
"Lawrence Robert "Laurie"" Morgan"",Australia,Equestrianism,2
"Sandra Anne Morgan (-Beavis)",Australia,Swimming,2
"Oreste Moricca",Italy,Fencing,2
"Jungo Morita",Japan,Volleyball,2
"Tomomi Morita",Japan,Swimming,2
"Helmer Fredrik Gustafsson Mrner",Sweden,Equestrianism,2
